model_id,provider,model_type
MDA O0008,MDAnderson,PDX
MDA O0013,MDAnderson,PDX
MDA O0021,MDAnderson,PDX
T127,NKI,PDX
T162,NKI,PDX
T241,NKI,PDX
T250,NKI,PDX
T283,NKI,PDX
T302,NKI,PDX
T336,NKI,PDX
764851-200-R,PDMR,PDX
535342-205-R,PDMR,PDX
328634-206-R,PDMR,PDX
328634-206-R-V1-organoid,PDMR,Organoids
328634-206-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
134843-207-R,PDMR,PDX
163895-298-T,PDMR,PDX
136153-299-R-V2-organoid,PDMR,Organoids
279218-305-R,PDMR,PDX
K12877-001-R,PDMR,PDX
K12877-001-R-V1-organoid,PDMR,Organoids
K12877-001-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
K22795-001-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
K22795-001-R,PDMR,PDX
868679-213-R,PDMR,PDX
868679-213-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
238488-219-R,PDMR,PDX
234829-215-T,PDMR,PDX
234829-215-T-V1-organoid,PDMR,Organoids
712881-215-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
168753-222-R,PDMR,PDX
284588-233-R,PDMR,PDX
955516-236-R2-V1-organoid,PDMR,Organoids
955516-236-R2,PDMR,PDX
483684-250-R,PDMR,PDX
483684-250-R-V1-organoid,PDMR,Organoids
215974-263-R-V1-organoid,PDMR,Organoids
215974-263-R,PDMR,PDX
K98450-129-R,PDMR,PDX
K98450-129-R-V1-organoid,PDMR,Organoids
K98450-129-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
K06184-153-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
671287-276-R-V1-organoid,PDMR,Organoids
671287-276-R,PDMR,PDX
913389-277-R,PDMR,PDX
577847-279-T,PDMR,PDX
K86415-001-R,PDMR,PDX
415267-285-R,PDMR,PDX
415267-285-R-V1-organoid,PDMR,Organoids
415267-285-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
255893-291-R-V1-organoid,PDMR,Organoids
264941-293-T,PDMR,PDX
485176-168-R4,PDMR,PDX
485176-168-R4-V1-organoid,PDMR,Organoids
469464-171-R,PDMR,PDX
862795-172-R,PDMR,PDX
862795-172-R-V1-organoid,PDMR,Organoids
367327-171-R,PDMR,PDX
588824-173-R-V1-organoid,PDMR,Organoids
477875-180-R,PDMR,PDX
477875-180-R-V2-organoid,PDMR,Organoids
786545-187-R,PDMR,PDX
249533-200-R,PDMR,PDX
616732-234-R3,PDMR,PDX
616732-234-R2,PDMR,PDX
616732-234-R1,PDMR,PDX
616732-234-R1-V1-organoid,PDMR,Organoids
979548-314-T,PDMR,PDX
864244-320-R,PDMR,PDX
677734-321-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
677734-321-R,PDMR,PDX
412248-322-R,PDMR,PDX
353785-320-R,PDMR,PDX
719797-321-R,PDMR,PDX
719797-321-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
145919-334-R-V2-organoid,PDMR,Organoids
814844-326-R,PDMR,PDX
814844-326-R-V2-organoid,PDMR,Organoids
514821-333-R,PDMR,PDX
514821-333-R-V2-organoid,PDMR,Organoids
967376-340-R,PDMR,PDX
764511-343-R,PDMR,PDX
313798-341-R,PDMR,PDX
313798-341-R-V1-organoid,PDMR,Organoids
313798-341-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
886662-343-R,PDMR,PDX
886662-343-R-V2-organoid,PDMR,Organoids
781652-347-R,PDMR,PDX
857933-349-R,PDMR,PDX
857933-349-R-V3-organoid,PDMR,Organoids
857933-349-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
478993-354-R,PDMR,PDX
777334-354-R5,PDMR,PDX
777334-354-R3,PDMR,PDX
777334-354-R2-J4-PDC,PDMR,PDC: Mixed Tumor Culture
658696-237-R,PDMR,PDX
159449-244-R-V1-organoid,PDMR,Organoids
182917-245-R,PDMR,PDX
186277-243-T,PDMR,PDX
186277-243-T-J2-PDC,PDMR,PDC: Mixed Tumor Culture
989762-245-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
863532-251-R,PDMR,PDX
475296-252-R,PDMR,PDX
633739-251-R,PDMR,PDX
189374-263-R,PDMR,PDX
189374-263-R-V1-organoid,PDMR,Organoids
251568-266-R,PDMR,PDX
251568-266-R-V1-organoid,PDMR,Organoids
596521-263-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
596521-263-R,PDMR,PDX
589616-265-R,PDMR,PDX
K12669-201-R,PDMR,PDX
K01621-295-R,PDMR,PDX
876135-273-R,PDMR,PDX
876135-273-R-J3-PDC,PDMR,PDC: Mixed Tumor Culture
672227-273-T,PDMR,PDX
628781-278-R,PDMR,PDX
968666-278-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
281562-285-R,PDMR,PDX
817829-284-R,PDMR,PDX
817829-284-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
817829-284-R-V1-organoid,PDMR,Organoids
983718-287-R,PDMR,PDX
176358-292-R,PDMR,PDX
481146-293-R,PDMR,PDX
374635-292-R,PDMR,PDX
873145-292-R,PDMR,PDX
873145-292-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
873145-292-R-V1-organoid,PDMR,Organoids
333224-299-R,PDMR,PDX
974727-301-T,PDMR,PDX
361957-307-R,PDMR,PDX
681556-308-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
378893-306-R,PDMR,PDX
618468-307-R-V2-organoid,PDMR,Organoids
695912-313-R,PDMR,PDX
466732-252-T,PDMR,PDX
466732-252-T-J2-PDC,PDMR,PDC: Mixed Tumor Culture
466732-252-T-V1-organoid,PDMR,Organoids
174316-266-R,PDMR,PDX
174316-266-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
784911-089-T,PDMR,PDX
784911-089-T-V1-organoid,PDMR,Organoids
784911-089-T-J2-PDC,PDMR,PDC: Mixed Tumor Culture
497265-261-R,PDMR,PDX
761936-265-R,PDMR,PDX
246569-268-R,PDMR,PDX
765638-272-R,PDMR,PDX
735871-273-R,PDMR,PDX
693688-280-R,PDMR,PDX
714841-288-R,PDMR,PDX
915372-287-R,PDMR,PDX
558786-286-R,PDMR,PDX
479181-293-R,PDMR,PDX
932174-294-R,PDMR,PDX
594176-295-R,PDMR,PDX
372686-303-R,PDMR,PDX
713595-302-R,PDMR,PDX
827478-307-R-V1-organoid,PDMR,Organoids
827478-307-R,PDMR,PDX
417821-307-R,PDMR,PDX
417821-307-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
992512-309-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
223117-310-R,PDMR,PDX
891866-317-R,PDMR,PDX
891866-317-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
949626-316-R,PDMR,PDX
922882-316-R,PDMR,PDX
297248-317-R,PDMR,PDX
593322-323-R,PDMR,PDX
559244-337-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
668155-338-R,PDMR,PDX
668155-338-R-V1-organoid,PDMR,Organoids
665939-344-R,PDMR,PDX
391396-364-R,PDMR,PDX
391396-364-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
784116-028-R,PDMR,PDX
296347-364-R,PDMR,PDX
729321-352-R,PDMR,PDX
457572-356-R,PDMR,PDX
463931-005-R,PDMR,PDX
193523-008-R,PDMR,PDX
686893-015-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
413124-020-R,PDMR,PDX
762968-020-R,PDMR,PDX
762968-020-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
762968-020-R-V1-organoid,PDMR,Organoids
746718-042-R,PDMR,PDX
415371-026-R,PDMR,PDX
415371-026-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
746538-026-R,PDMR,PDX
862259-027-R-V1-organoid,PDMR,Organoids
467783-034-R,PDMR,PDX
997726-040-R,PDMR,PDX
997726-040-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
241356-047-R,PDMR,PDX
439126-050-R,PDMR,PDX
218898-057-R,PDMR,PDX
345371-062-R,PDMR,PDX
266295-075-R,PDMR,PDX
136722-071-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
952719-076-R,PDMR,PDX
258747-076-R,PDMR,PDX
237351-077-R,PDMR,PDX
158597-082-R,PDMR,PDX
158597-082-R-V1-organoid,PDMR,Organoids
958767-090-R,PDMR,PDX
845751-090-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
447687-232-R,PDMR,PDX
775788-239-R,PDMR,PDX
471365-239-R,PDMR,PDX
248138-237-R,PDMR,PDX
692585-246-R,PDMR,PDX
359531-246-R,PDMR,PDX
359531-246-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
777334-354-R1-J3-PDC,PDMR,PDC: Mixed Tumor Culture
777334-354-R1-V2-organoid,PDMR,Organoids
869283-356-T,PDMR,PDX
175126-011-R,PDMR,PDX
947758-054-R,PDMR,PDX
947758-054-R-V1-organoid,PDMR,Organoids
947758-054-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
341922-053-R,PDMR,PDX
341922-053-R-V1-organoid,PDMR,Organoids
282377-053-R-V1-organoid,PDMR,Organoids
282377-053-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
544552-058-R,PDMR,PDX
649442-058-R,PDMR,PDX
816435-061-R,PDMR,PDX
337823-066-R,PDMR,PDX
463943-066-T,PDMR,PDX
463943-066-T-J2-PDC,PDMR,PDC: Mixed Tumor Culture
463943-066-T-V1-organoid,PDMR,Organoids
175126-011-R-J3-PDC,PDMR,PDC: Mixed Tumor Culture
476745-003-R,PDMR,PDX
361931-004-R,PDMR,PDX
361931-004-R-V1-organoid,PDMR,Organoids
361931-004-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
459226-011-R,PDMR,PDX
594992-005-R,PDMR,PDX
276233-004-R-V1-organoid,PDMR,Organoids
299254-011-R,PDMR,PDX
299254-011-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
467112-017-R,PDMR,PDX
192522-019-R-V2-organoid,PDMR,Organoids
192522-019-R,PDMR,PDX
736525-025-R,PDMR,PDX
981166-024-R,PDMR,PDX
981166-024-R-V2-organoid,PDMR,Organoids
983979-030-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
655913-031-T,PDMR,PDX
655913-031-T-V2-organoid,PDMR,Organoids
655913-031-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
555926-031-R,PDMR,PDX
555926-031-R-V1-organoid,PDMR,Organoids
445685-031-R,PDMR,PDX
714174-038-R,PDMR,PDX
514753-038-R,PDMR,PDX
813916-060-R,PDMR,PDX
191259-040-R,PDMR,PDX
561559-040-R,PDMR,PDX
561559-040-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
695427-040-R,PDMR,PDX
695427-040-R-V1-organoid,PDMR,Organoids
695427-040-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
K60290-347-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
259778-044-R-V2-organoid,PDMR,Organoids
333512-047-T,PDMR,PDX
869496-051-R,PDMR,PDX
975524-054-R-V1-organoid,PDMR,Organoids
975524-054-R,PDMR,PDX
777334-354-R5-J5-PDC,PDMR,PDC: Mixed Tumor Culture
777334-354-R2,PDMR,PDX
524269-139-T-V2-organoid,PDMR,Organoids
598228-144-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
161341-145-T,PDMR,PDX
161341-145-T-V1-organoid,PDMR,Organoids
674366-145-R,PDMR,PDX
987419-145-R,PDMR,PDX
987419-145-R-V1-organoid,PDMR,Organoids
327498-153-R,PDMR,PDX
327498-153-R-V1-organoid,PDMR,Organoids
327498-153-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
494315-158-R,PDMR,PDX
521955-158-R2,PDMR,PDX
521955-158-R2-J5-PDC,PDMR,PDC: Mixed Tumor Culture
188146-221-R,PDMR,PDX
188146-221-R-V2-organoid,PDMR,Organoids
188146-221-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
496974-208-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
496974-208-R,PDMR,PDX
144126-210-T,PDMR,PDX
883617-216-R,PDMR,PDX
883617-216-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
422866-222-R5,PDMR,PDX
422866-222-R5-J1-PDC,PDMR,PDC: Mixed Tumor Culture
947675-243-R,PDMR,PDX
947675-243-R-V1-organoid,PDMR,Organoids
521955-158-R2-V5-organoid,PDMR,Organoids
521955-158-R3,PDMR,PDX
521955-158-R3-J6-PDC,PDMR,PDC: Mixed Tumor Culture
521955-158-R5,PDMR,PDX
521955-158-R6-V4-organoid,PDMR,Organoids
521955-158-R6-J3-PDC,PDMR,PDC: Mixed Tumor Culture
521955-158-R4,PDMR,PDX
521955-158-R4-V3-organoid,PDMR,Organoids
521955-158-R7-V1-organoid,PDMR,Organoids
521955-158-R6,PDMR,PDX
521955-158-R7,PDMR,PDX
521955-158-R5-V10-organoid,PDMR,Organoids
272983-159-R,PDMR,PDX
179942-160-R,PDMR,PDX
755483-174-R,PDMR,PDX
753774-173-T,PDMR,PDX
753774-173-T-V1-organoid,PDMR,Organoids
997537-175-T,PDMR,PDX
997537-175-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
997537-175-T-V1-organoid,PDMR,Organoids
445384-181-T,PDMR,PDX
945468-187-T,PDMR,PDX
945468-187-T-J2-PDC,PDMR,PDC: Mixed Tumor Culture
945468-187-T-V1-organoid,PDMR,Organoids
429767-202-R,PDMR,PDX
738494-208-R2,PDMR,PDX
524269-139-T,PDMR,PDX
935938-334-R-V1-organoid,PDMR,Organoids
935938-334-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
935938-334-R,PDMR,PDX
616215-338-R,PDMR,PDX
616215-338-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
445649-340-R-V1-organoid,PDMR,Organoids
883227-348-R,PDMR,PDX
922993-354-T,PDMR,PDX
922993-354-T-J2-PDC,PDMR,PDC: Mixed Tumor Culture
482815-354-R1,PDMR,PDX
713683-067-R,PDMR,PDX
864199-072-R,PDMR,PDX
914463-074-R,PDMR,PDX
576588-073-R,PDMR,PDX
326966-086-R,PDMR,PDX
K59669-250-R1,PDMR,PDX
164165-088-R1,PDMR,PDX
421681-087-R,PDMR,PDX
694582-093-R,PDMR,PDX
987651-099-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
K09457-251-R,PDMR,PDX
846914-101-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
846914-101-R-V1-organoid,PDMR,Organoids
846914-101-R,PDMR,PDX
572736-102-R,PDMR,PDX
572736-102-R-V2-organoid,PDMR,Organoids
144983-106-R,PDMR,PDX
732878-109-T,PDMR,PDX
899932-113-R3,PDMR,PDX
899932-113-R3-J6-PDC,PDMR,PDC: Mixed Tumor Culture
899932-113-R5,PDMR,PDX
899932-113-R5-J5-PDC,PDMR,PDC: Mixed Tumor Culture
899932-113-R7,PDMR,PDX
899932-113-R7-V3-organoid,PDMR,Organoids
899932-113-R6,PDMR,PDX
K83135-075-R1,PDMR,PDX
K83135-075-R2,PDMR,PDX
K83135-075-R3,PDMR,PDX
899932-113-R6-J3-PDC,PDMR,PDC: Mixed Tumor Culture
899932-113-R6-V2-organoid,PDMR,Organoids
899932-113-R8,PDMR,PDX
899932-113-R8-J4-PDC,PDMR,PDC: Mixed Tumor Culture
899932-113-R4,PDMR,PDX
899932-113-R4-J2-PDC,PDMR,PDC: Mixed Tumor Culture
899932-113-R3-V4-organoid,PDMR,Organoids
899932-113-R5-V5-organoid,PDMR,Organoids
949359-179-T,PDMR,PDX
259776-179-R-V1-organoid,PDMR,Organoids
624824-186-R,PDMR,PDX
899932-113-R7-J1-PDC,PDMR,PDC: Mixed Tumor Culture
K68450-031-R2,PDMR,PDX
377384-186-R,PDMR,PDX
772245-204-R,PDMR,PDX
337426-197-R,PDMR,PDX
337426-197-R-V2-organoid,PDMR,Organoids
567486-219-R-V1-organoid,PDMR,Organoids
919269-233-R2,PDMR,PDX
919269-233-R5,PDMR,PDX
919269-233-R5-J2-PDC,PDMR,PDC: Mixed Tumor Culture
919269-233-R4,PDMR,PDX
919269-233-R4-V4-organoid,PDMR,Organoids
919269-233-R1-V3-organoid,PDMR,Organoids
919269-233-R3-V2-organoid,PDMR,Organoids
K14711-072-R,PDMR,PDX
565232-114-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
228754-122-R-V1-organoid,PDMR,Organoids
996942-123-R,PDMR,PDX
591375-129-R,PDMR,PDX
699152-130-R,PDMR,PDX
619344-162-R,PDMR,PDX
619344-162-R-V1-organoid,PDMR,Organoids
619344-162-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
699152-130-R-V1-organoid,PDMR,Organoids
699152-130-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
174125-134-R,PDMR,PDX
459288-142-R,PDMR,PDX
459288-142-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
629538-142-R,PDMR,PDX
936559-144-R,PDMR,PDX
429239-143-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
937885-149-R,PDMR,PDX
592788-150-R3,PDMR,PDX
592788-150-R4,PDMR,PDX
549293-155-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
K41856-061-R2,PDMR,PDX
392184-169-R,PDMR,PDX
392184-169-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
572183-171-R,PDMR,PDX
572183-171-R-V1-organoid,PDMR,Organoids
686756-172-R,PDMR,PDX
K22795-001-R-V1-organoid,PDMR,Organoids
K20847-001-R,PDMR,PDX
K20847-001-R-V1-organoid,PDMR,Organoids
947725-317-R,PDMR,PDX
273589-319-R,PDMR,PDX
K64430-001-R,PDMR,PDX
564653-332-T-V2-organoid,PDMR,Organoids
564653-332-T,PDMR,PDX
515863-333-R,PDMR,PDX
616215-338-R-V2-organoid,PDMR,Organoids
K00052-001-T,PDMR,PDX
482815-354-R2,PDMR,PDX
482815-354-R2-J2-PDC,PDMR,PDC: Mixed Tumor Culture
227483-062-R1,PDMR,PDX
227483-062-R1-J1-PDC,PDMR,PDC: Mixed Tumor Culture
388244-064-R,PDMR,PDX
388244-064-R-V1-organoid,PDMR,Organoids
784581-064-R,PDMR,PDX
167148-078-R,PDMR,PDX
167148-078-R-V1-organoid,PDMR,Organoids
323392-091-R,PDMR,PDX
323392-091-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
395191-088-T,PDMR,PDX
633275-114-R-V1-organoid,PDMR,Organoids
868763-120-R-V1-organoid,PDMR,Organoids
628479-137-R10,PDMR,PDX
628479-137-R9,PDMR,PDX
628479-137-R2-J3-PDC,PDMR,PDC: Mixed Tumor Culture
628479-137-R10-V2-organoid,PDMR,Organoids
628479-137-R10-J2-PDC,PDMR,PDC: Mixed Tumor Culture
926638-142-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
926638-142-R,PDMR,PDX
995276-142-R,PDMR,PDX
464338-155-R,PDMR,PDX
191243-178-R,PDMR,PDX
191243-178-R-V1-organoid,PDMR,Organoids
279428-182-R,PDMR,PDX
279428-182-R-V1-organoid,PDMR,Organoids
427551-204-R,PDMR,PDX
589379-206-R,PDMR,PDX
449892-231-R,PDMR,PDX
554418-232-R,PDMR,PDX
554418-232-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
292632-238-R,PDMR,PDX
128162-247-R-V1-organoid,PDMR,Organoids
727343-253-R,PDMR,PDX
429463-259-R,PDMR,PDX
967739-261-T-V1-organoid,PDMR,Organoids
128236-265-R3-V1-organoid,PDMR,Organoids
452449-287-R,PDMR,PDX
659161-295-R,PDMR,PDX
355891-322-R,PDMR,PDX
631417-353-R,PDMR,PDX
517754-364-R-V1-organoid,PDMR,Organoids
879694-015-R,PDMR,PDX
813773-016-R,PDMR,PDX
351142-076-R,PDMR,PDX
348733-031-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
348733-031-R,PDMR,PDX
144237-036-T,PDMR,PDX
959411-043-R,PDMR,PDX
959411-043-R-V1-organoid,PDMR,Organoids
277826-050-R-V1-organoid,PDMR,Organoids
784581-064-R-V1-organoid,PDMR,Organoids
571681-099-R,PDMR,PDX
947993-071-R,PDMR,PDX
947993-071-R-V1-organoid,PDMR,Organoids
116655-072-R,PDMR,PDX
877282-077-R,PDMR,PDX
648538-100-R,PDMR,PDX
648538-100-R-V1-organoid,PDMR,Organoids
562452-108-R-V1-organoid,PDMR,Organoids
562452-108-R,PDMR,PDX
811622-057-R,PDMR,PDX
K32475-227-T,PDMR,PDX
862989-056-R,PDMR,PDX
417952-058-R,PDMR,PDX
K50866-060-T,PDMR,PDX
635999-064-R,PDMR,PDX
635999-064-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
429239-143-T-V1-organoid,PDMR,Organoids
549293-155-R-V1-organoid,PDMR,Organoids
892284-177-R,PDMR,PDX
259776-179-R,PDMR,PDX
624824-186-R-V1-organoid,PDMR,Organoids
377384-186-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
772245-204-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
567486-219-R,PDMR,PDX
919269-233-R1,PDMR,PDX
252517-233-R,PDMR,PDX
615535-235-R,PDMR,PDX
615535-235-R-V1-organoid,PDMR,Organoids
615535-235-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
437761-239-R,PDMR,PDX
742791-240-R-V1-organoid,PDMR,Organoids
274332-332-R,PDMR,PDX
958667-338-R,PDMR,PDX
958667-338-R-V1-organoid,PDMR,Organoids
958667-338-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
551195-344-R-V1-organoid,PDMR,Organoids
486699-345-R-V1-organoid,PDMR,Organoids
669591-354-R,PDMR,PDX
966289-007-R4,PDMR,PDX
966289-007-R4-V1-organoid,PDMR,Organoids
966289-007-R4-J1-PDC,PDMR,PDC: Mixed Tumor Culture
728994-017-R,PDMR,PDX
193832-021-R,PDMR,PDX
885512-296-R,PDMR,PDX
885512-296-R-V1-organoid,PDMR,Organoids
885512-296-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
993429-296-R,PDMR,PDX
876862-298-R-V1-organoid,PDMR,Organoids
876862-298-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
691877-024-R,PDMR,PDX
331888-031-R,PDMR,PDX
245324-029-R,PDMR,PDX
981439-253-R,PDMR,PDX
981439-253-R-V1-organoid,PDMR,Organoids
981439-253-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
992656-260-R,PDMR,PDX
988467-305-R,PDMR,PDX
528666-305-R-V1-organoid,PDMR,Organoids
674348-317-R,PDMR,PDX
446735-337-T-V1-organoid,PDMR,Organoids
444589-340-R,PDMR,PDX
289738-340-R,PDMR,PDX
523694-262-R,PDMR,PDX
191741-267-R,PDMR,PDX
413552-270-R,PDMR,PDX
421758-270-R,PDMR,PDX
551195-344-R,PDMR,PDX
812982-163-R,PDMR,PDX
242566-281-R,PDMR,PDX
242566-281-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
242566-281-R-V1-organoid,PDMR,Organoids
362531-283-R,PDMR,PDX
172845-121-T,PDMR,PDX
172845-288-R,PDMR,PDX
172845-142-T,PDMR,PDX
135848-042-T,PDMR,PDX
135848-042-T-V1-organoid,PDMR,Organoids
135848-042-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
139182-063-R,PDMR,PDX
575123-057-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
747524-062-R,PDMR,PDX
868977-042-T,PDMR,PDX
416634-122-T,PDMR,PDX
193399-133-R,PDMR,PDX
295223-140-R,PDMR,PDX
944381-210-T,PDMR,PDX
845751-090-R,PDMR,PDX
417612-090-R,PDMR,PDX
197837-219-T,PDMR,PDX
197837-219-T-V1-organoid,PDMR,Organoids
535665-135-R,PDMR,PDX
683768-134-T,PDMR,PDX
683768-134-T-V1-organoid,PDMR,Organoids
394591-219-R,PDMR,PDX
185487-224-T,PDMR,PDX
185487-224-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
692163-330-T,PDMR,PDX
941425-263-T,PDMR,PDX
941425-263-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
185487-224-T-V1-organoid,PDMR,Organoids
128783-104-T,PDMR,PDX
128783-104-T-V2-organoid,PDMR,Organoids
632484-111-R,PDMR,PDX
324944-112-T-J3-PDC,PDMR,PDC: Mixed Tumor Culture
413561-133-T,PDMR,PDX
184893-071-T,PDMR,PDX
981375-231-R,PDMR,PDX
245127-232-R,PDMR,PDX
292921-168-R,PDMR,PDX
292921-168-R-V1-organoid,PDMR,Organoids
281475-159-R,PDMR,PDX
885724-159-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
684819-155-R,PDMR,PDX
773659-155-R,PDMR,PDX
773659-155-R-V1-organoid,PDMR,Organoids
773659-155-R-J3-PDC,PDMR,PDC: Mixed Tumor Culture
633993-097-R,PDMR,PDX
287954-098-R,PDMR,PDX
287954-098-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
431354-103-R,PDMR,PDX
275155-148-R,PDMR,PDX
275155-148-R-V1-organoid,PDMR,Organoids
572874-153-T,PDMR,PDX
251477-161-R,PDMR,PDX
695669-166-R,PDMR,PDX
729295-174-R,PDMR,PDX
949433-175-R,PDMR,PDX
261386-189-R,PDMR,PDX
933738-175-T,PDMR,PDX
243952-196-R,PDMR,PDX
855422-203-R,PDMR,PDX
743489-274-T,PDMR,PDX
743489-274-T-PDC,PDMR,PDC: Mixed Tumor Culture
743489-274-T-V1-organoid,PDMR,Organoids
743489-281-T,PDMR,PDX
563396-261-R,PDMR,PDX
625472-104-R,PDMR,PDX
349418-098-R,PDMR,PDX
156681-154-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
156681-154-R,PDMR,PDX
519858-162-T,PDMR,PDX
519858-162-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
372686-303-R-V1-organoid,PDMR,Organoids
165739-295-R,PDMR,PDX
349418-098-R-PDC,PDMR,PDC: Mixed Tumor Culture
117519-064-T,PDMR,PDX
767577-098-T,PDMR,PDX
771514-170-T,PDMR,PDX
969688-162-R,PDMR,PDX
LG0567-F671-PDC,PDMR,PDC: Mixed Tumor Culture
LG0567-F671-V1-organoid,PDMR,Organoids
222671-168-R,PDMR,PDX
582836-169-R,PDMR,PDX
474343-323-R,PDMR,PDX
756784-338-R,PDMR,PDX
929823-356-R,PDMR,PDX
456648-364-R,PDMR,PDX
249823-099-T,PDMR,PDX
K24384-001-R,PDMR,PDX
K24384-001-R-PDC,PDMR,PDC: Mixed Tumor Culture
K24384-001-R-V2-organoid,PDMR,Organoids
328373-195-R,PDMR,PDX
512744-197-R,PDMR,PDX
889142-216-R,PDMR,PDX
889142-216-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
126254-015-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
959717-210-R,PDMR,PDX
782815-120-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
174941-126-T,PDMR,PDX
779769-127-R,PDMR,PDX
779769-127-R-V2-organoid,PDMR,Organoids
894883-131-R,PDMR,PDX
652731-133-R,PDMR,PDX
638129-119-R,PDMR,PDX
158883-120-T,PDMR,PDX
862259-027-R,PDMR,PDX
186413-043-R,PDMR,PDX
176247-063-R-V1-organoid,PDMR,Organoids
BL0293-F563,PDMR,PDX
BL0382-F1232,PDMR,PDX
CN0330-F216,PDMR,PDX
CN0375-F725-PDC,PDMR,PDC: Mixed Tumor Culture
CN0375-F725-V1-organoid,PDMR,Organoids
LG0481-F231,PDMR,PDX
LG0551-F552-V1-organoid,PDMR,Organoids
BL0479-F1894,PDMR,PDX
